iter	Logloss
186	0.3476940186
187	0.3476284949
188	0.3475401511
189	0.3474912706
190	0.3474050125
191	0.3473674123
192	0.3473155338
193	0.3472551523
194	0.3471829352
195	0.3471317738
196	0.3470633766
197	0.3469877526
198	0.346924994
199	0.34685467
200	0.3467807583
201	0.3467280759
202	0.3466289497
203	0.3465765789
204	0.346526343
205	0.3464599264
206	0.3463891721
207	0.346336035
208	0.3462797832
209	0.3462397196
210	0.3461802774
211	0.3461221769
212	0.3460439907
213	0.3459760956
214	0.3459089302
215	0.3458559762
216	0.3458036489
217	0.3457453992
218	0.3456861427
219	0.3456196852
220	0.3455549888
221	0.3454864996
222	0.3454245402
223	0.3453832596
224	0.3453199101
225	0.3452598123
226	0.345219237
227	0.3451540069
228	0.3451155185
229	0.3450174629
230	0.3449736013
231	0.3449190265
232	0.3448716148
233	0.3448068791
234	0.3447516801
235	0.3447036061
236	0.3446416613
237	0.3445738467
238	0.3445037909
239	0.3444375705
240	0.3443854399
241	0.3443595899
242	0.3442977212
243	0.3442507352
244	0.3442053153
245	0.344173554
246	0.344115921
247	0.3440589958
248	0.3435933487
249	0.343516801
250	0.3434686631
251	0.3434125867
252	0.3433431655
253	0.3432848634
254	0.3432306143
255	0.3431630189
256	0.3431033585
257	0.3430418898
258	0.3430075697
259	0.3429552836
260	0.3428996023
261	0.3428460915
262	0.342782768
263	0.3427011383
264	0.3426583039
265	0.3426016108
266	0.3425567055
267	0.3425002785
268	0.3424542473
269	0.3424076211
270	0.3423449329
271	0.3422959671
272	0.3422405747
273	0.3421797959
274	0.3421261566
275	0.3420690984
276	0.3419925232
277	0.3419337868
278	0.3418754002
279	0.341837759
280	0.3417993368
281	0.3417426863
282	0.3416917808
283	0.3416312254
284	0.3415803498
285	0.3415328468
286	0.3414857902
287	0.3414156997
288	0.3413612251
289	0.3413079094
290	0.341270456
291	0.341219418
292	0.3411761422
293	0.3411224357
294	0.3410845544
295	0.3410407476
296	0.3409922032
297	0.3409402697
298	0.3408964484
299	0.3408451894
300	0.3407951576
301	0.3407334137
302	0.3406734301
303	0.3406344653
304	0.3405768146
305	0.3405407372
306	0.340492462
307	0.3404500419
308	0.3403869901
309	0.3403340426
310	0.3402911171
311	0.3402602316
312	0.3402230782
313	0.3401732252
314	0.340130606
315	0.340089454
316	0.3400458802
317	0.339978709
318	0.3399379063
319	0.3398983539
320	0.3398412747
321	0.3397970676
322	0.339744578
323	0.3397063278
324	0.3396617583
325	0.3396079667
326	0.3395503771
327	0.3394785292
328	0.3394249028
329	0.339372101
330	0.339336627
331	0.3392777184
332	0.3392077134
333	0.3391523711
334	0.3387731221
335	0.3387036135
336	0.33865799
337	0.3385938374
338	0.3385468549
339	0.338499542
340	0.3384370455
341	0.3383991186
342	0.3383632074
343	0.3383120742
344	0.3382462956
345	0.3382028807
346	0.3381617663
347	0.3381132717
348	0.3380643122
349	0.3379947668
350	0.3379397532
351	0.3378932364
352	0.3378319679
353	0.3377978133
354	0.337746029
355	0.3377079565
356	0.3376699399
357	0.3376364756
358	0.337599005
359	0.3375609775
360	0.3375462504
361	0.337494558
362	0.3374360272
363	0.3374006382
364	0.3373555875
365	0.3373007756
366	0.3372517998
367	0.3371940681
368	0.3371694158
369	0.3371174494
370	0.3370643829
371	0.3370201022
372	0.3369734582
373	0.3369338436
374	0.3368876044
375	0.336833813
376	0.3367863438
377	0.3367441681
378	0.3367003083
379	0.336657833
380	0.3366034792
381	0.3365630859
382	0.3365245495
383	0.3364854145
384	0.3364430651
385	0.336401086
386	0.3363409486
387	0.3362971246
388	0.3362381879
389	0.3361855548
390	0.3361502866
391	0.3361015507
392	0.3360595216
393	0.3360090496
394	0.3359464873
395	0.3358879805
396	0.3358335393
397	0.3358050408
398	0.3357726248
399	0.335717509
400	0.3356830063
401	0.3356337108
402	0.3356054803
403	0.3355658075
404	0.3355305966
405	0.3354881235
406	0.3354376246
407	0.3353834657
408	0.3353414669
409	0.3353016326
410	0.3352678483
411	0.3352220708
412	0.3351713439
413	0.3351323657
414	0.3351003735
415	0.3350570989
416	0.3350201382
417	0.3349682504
418	0.3349293448
419	0.3348740002
420	0.3348229433
421	0.3347674364
422	0.3347309274
423	0.3346792942
424	0.3346442415
425	0.3345855308
426	0.3345391158
427	0.3344989446
428	0.3344457302
429	0.3344111891
430	0.3343665132
431	0.3343258033
432	0.3342911553
433	0.3342493022
434	0.3342077433
435	0.3341483981
436	0.3341130121
437	0.3340592922
438	0.334022476
439	0.3339778514
440	0.3339425525
441	0.3338957591
442	0.3338573798
443	0.33382126
444	0.3337671323
445	0.3337395781
446	0.3336917711
447	0.3336614107
448	0.3336128366
449	0.3335839533
450	0.333528203
451	0.3334675575
452	0.3334386767
453	0.3334042675
454	0.3333644186
455	0.3333398909
456	0.3332907348
457	0.333252211
458	0.3332127063
459	0.3331682755
460	0.3331207482
461	0.3330666676
462	0.3330323667
463	0.3329994583
464	0.3329576167
465	0.3329153694
466	0.3328671308
467	0.3328126105
468	0.3327650445
469	0.3327275441
470	0.3326797551
471	0.3326363262
472	0.3325968147
473	0.3325519261
474	0.3325129764
475	0.3324677802
476	0.3324271469
477	0.332397239
478	0.3323640779
479	0.3323149947
480	0.3322733881
481	0.3322293914
482	0.3321992257
483	0.3321576176
484	0.3321226865
485	0.3320684503
486	0.3320367078
487	0.3319931526
488	0.3319520025
489	0.3319108997
490	0.33187009
491	0.331817857
492	0.3317928426
493	0.3317447171
494	0.3317019402
495	0.3316498442
496	0.3316137946
497	0.3315755618
498	0.331527791
499	0.3314834301
500	0.3314337016
501	0.3313999804
502	0.331353919
503	0.3313232707
504	0.3312796988
505	0.3312533979
506	0.3312008614
507	0.3311616082
508	0.3311241038
509	0.331092218
510	0.3310445989
511	0.3309957533
512	0.3309471716
513	0.3309071044
514	0.3308705469
515	0.3308324016
516	0.3307884156
517	0.3307537998
518	0.3307180534
519	0.3306693204
520	0.330641781
521	0.3305954463
522	0.3305587498
523	0.3305100353
524	0.3304785871
525	0.3304407606
526	0.3304071109
527	0.3303662905
528	0.3303302656
529	0.3302924897
530	0.3302541423
531	0.3302106766
532	0.3301681672
533	0.3301255801
534	0.3300900318
535	0.3300493366
536	0.3300118008
537	0.3299765451
538	0.329938672
539	0.3298976623
540	0.3298519592
541	0.3298010105
542	0.3297500513
543	0.329711566
544	0.329672537
545	0.3296295644
546	0.3295803934
547	0.3295443849
548	0.3295065092
549	0.3294748414
550	0.3294342128
551	0.3293807914
552	0.3293282404
553	0.3292952758
554	0.3292547492
555	0.3292091733
556	0.3291762645
557	0.3291333009
558	0.3290734985
559	0.3290189187
560	0.3289919117
561	0.3289569517
562	0.3289265954
563	0.3288988733
564	0.3288772162
565	0.3288439493
566	0.3288134148
567	0.3287653659
568	0.3287267619
569	0.3286758128
570	0.328634571
571	0.3286051195
572	0.328583877
573	0.3285422583
574	0.3285137544
575	0.3284701254
576	0.3284302466
577	0.3283803327
578	0.3283474559
579	0.3283097478
580	0.3282780669
581	0.3282530312
582	0.3282217211
583	0.3281913378
584	0.328156892
585	0.328116335
586	0.3280735353
587	0.3280502174
588	0.3280185066
589	0.3279754409
590	0.3279463203
591	0.3278865038
592	0.3278435725
593	0.3277985536
594	0.3277544848
595	0.3277200186
596	0.3276763494
597	0.3273872613
598	0.3273652991
599	0.327337423
600	0.3273028929
601	0.3272482118
602	0.3272076271
603	0.3271689884
604	0.3271305985
605	0.3270974827
606	0.3270536286
607	0.3270311367
608	0.326990994
609	0.32694216
610	0.3269090192
611	0.3268796515
612	0.3268372022
613	0.3267977891
614	0.3267734936
615	0.3267356279
616	0.3267007903
617	0.3266777634
618	0.3266403641
619	0.3266084975
620	0.3265557989
621	0.3265134929
622	0.3264696514
623	0.326429073
624	0.3263975184
625	0.326348056
626	0.3262955685
627	0.3262461214
628	0.326203355
629	0.3261737807
630	0.3261368866
631	0.3260981134
632	0.3260690487
633	0.3260332163
634	0.325985675
635	0.3259439243
636	0.3258975039
637	0.3258472131
638	0.3258166944
639	0.3257828976
640	0.3257402089
641	0.3256951051
642	0.3256668199
643	0.3256240917
644	0.3255822162
645	0.3255337891
646	0.3255062054
647	0.3254814457
648	0.3254504603
649	0.3254196377
650	0.3253855552
651	0.3253395484
652	0.3253010748
653	0.3252664081
654	0.3252243078
655	0.3251828705
656	0.3251480462
657	0.3251116837
658	0.3250802658
659	0.3250433485
660	0.3249945557
661	0.3249546227
662	0.3249187307
663	0.3248773589
664	0.3248312838
665	0.3247995712
666	0.3247590877
667	0.3247147797
668	0.3246678748
669	0.3246308398
670	0.3245778546
671	0.3245411354
672	0.3244994741
673	0.324474834
674	0.3244262343
675	0.3243861193
676	0.3243526114
677	0.3243336291
678	0.3243002239
679	0.3242664129
680	0.3242259779
681	0.3241833819
682	0.3241585696
683	0.3241147854
684	0.3240699596
685	0.3240244406
686	0.3240048367
687	0.3239673824
688	0.3239236228
689	0.3238852076
690	0.3238487846
691	0.3238050745
692	0.323777005
693	0.3237303091
694	0.3236886929
695	0.3236427795
696	0.3236018577
697	0.323563495
698	0.3235221717
699	0.3234926146
700	0.3234591361
701	0.3234320848
702	0.3233923415
703	0.3233595693
704	0.3233184722
705	0.323280292
706	0.3232464493
707	0.3232110255
708	0.3231868879
709	0.323154393
710	0.3231107309
711	0.323082867
712	0.3230569011
713	0.3230248268
714	0.3229904448
715	0.322953514
716	0.3229180283
717	0.3228950971
718	0.3228692737
719	0.3228302353
720	0.3227841213
721	0.3227558373
722	0.322715996
723	0.3226831709
724	0.3226465312
725	0.3226173462
726	0.3225769456
727	0.3225388661
728	0.3225156315
729	0.3224819479
730	0.3224395472
731	0.322394867
732	0.3223535781
733	0.3223176173
734	0.322275985
735	0.3222400228
736	0.3221994151
737	0.3221730688
738	0.3221395228
739	0.3221058645
740	0.322077613
741	0.322040054
742	0.3220190459
743	0.3219786397
744	0.3219511575
745	0.3219154514
746	0.3218625452
747	0.321824803
748	0.3218037998
749	0.321760544
750	0.3217235534
751	0.3216853798
752	0.3216432158
753	0.3216076634
754	0.3215619212
755	0.3215291466
756	0.3214896385
757	0.3214422532
758	0.3214032636
759	0.3213690322
760	0.3213257315
761	0.3212921
762	0.3212628605
763	0.3212288626
764	0.3211981886
765	0.3211642027
766	0.3211294483
767	0.3210974777
768	0.3210591395
769	0.3210197595
770	0.3209850547
771	0.3209414654
772	0.3209100469
773	0.3208675988
774	0.320830134
775	0.3207871772
776	0.32075252
777	0.32071589
778	0.320683374
779	0.3206488427
780	0.3206150642
781	0.3205857413
782	0.3205513216
783	0.3205137716
784	0.3204853847
785	0.3204519347
786	0.3204113422
787	0.3203803961
788	0.3203403764
789	0.3203042684
790	0.3202763355
791	0.3202223296
792	0.3201774957
793	0.320154144
794	0.3201062478
795	0.3200659071
796	0.3200287038
797	0.3199940817
798	0.3199452458
799	0.319913464
800	0.319876499
801	0.3198392645
802	0.3198067783
803	0.3197726936
804	0.3197333605
805	0.3196908471
806	0.3196577468
807	0.3196302796
808	0.3195984417
809	0.3195611269
810	0.319523295
811	0.3194994502
812	0.3194574109
813	0.3194288279
814	0.3193860319
815	0.3193666402
816	0.3193418811
817	0.3193000646
818	0.3192670027
819	0.3192387407
820	0.3191995806
821	0.3191547198
822	0.3191211981
823	0.3190995773
824	0.3190646066
825	0.3190459914
826	0.3190150749
827	0.3189826286
828	0.3189516589
829	0.3189206968
830	0.3188921903
831	0.3188617472
832	0.3188199084
833	0.3187828885
834	0.3187513635
835	0.3187148934
836	0.3186720985
837	0.3186265303
838	0.3186039975
839	0.3185732496
840	0.3185288251
841	0.3184890188
842	0.3184562528
843	0.3184078297
844	0.3183660634
845	0.3183242481
846	0.3182917787
847	0.3182502022
848	0.3182062348
849	0.3181690916
850	0.3181343756
851	0.3181036537
852	0.3180604157
853	0.3180303689
854	0.3179974861
855	0.3179631668
856	0.3179371884
857	0.3179044096
858	0.3178640743
859	0.3178320751
860	0.3177922652
861	0.3177615683
862	0.3177276627
863	0.3176903884
864	0.3176550149
865	0.3176159398
866	0.317577677
867	0.3175400532
868	0.3175029304
869	0.3174698536
870	0.3174332036
871	0.3174005518
872	0.31737607
873	0.3173374695
874	0.3173090237
875	0.3172850943
876	0.3172433527
877	0.3172070617
878	0.3171721766
879	0.3171366064
880	0.3171027763
881	0.3170732698
882	0.3170380921
883	0.3169998904
884	0.3169742103
885	0.3169374933
886	0.3168847056
887	0.316863588
888	0.3168335833
889	0.3167966726
890	0.3167533628
891	0.3167156309
892	0.3166685514
893	0.3166332287
894	0.3165931371
895	0.3165480819
896	0.3165283613
897	0.3165043182
898	0.3164716471
899	0.3164418292
900	0.3164125208
901	0.3163771488
902	0.3163384779
903	0.3163040126
904	0.3162648462
905	0.3162213002
906	0.3161820851
907	0.3161402321
908	0.3161061782
909	0.3160702867
910	0.3160299736
911	0.3160015011
912	0.3159705254
913	0.3159366181
914	0.3159103075
915	0.315876201
916	0.3158424993
917	0.3158089204
918	0.3157812576
919	0.3157574278
920	0.3156952353
921	0.3156750336
922	0.3156369613
923	0.3156114908
924	0.31557521
925	0.3155399341
926	0.3155106308
927	0.3154801916
928	0.3154421967
929	0.3154249709
930	0.3153968137
931	0.3153657357
932	0.3153434811
933	0.3153147289
934	0.315284227
935	0.3152366503
936	0.315202159
937	0.3151797326
938	0.3151438818
939	0.3151177551
940	0.3150861892
941	0.3150571075
942	0.3150295442
943	0.3149911768
944	0.3149502493
945	0.3149273565
946	0.3149045107
947	0.3148561798
948	0.3148152023
949	0.3147881021
950	0.3147586415
951	0.3147226149
952	0.3146924356
953	0.3146552182
954	0.3146178041
955	0.3145900421
956	0.3145632746
957	0.3145305516
958	0.3145008234
959	0.31446521
960	0.3144324771
961	0.3144013705
962	0.3143707496
963	0.3143429787
964	0.3143128167
965	0.3142838009
966	0.31425464
967	0.3142144762
968	0.3141841167
969	0.3141299535
970	0.3140885415
971	0.3140501314
972	0.3140219819
973	0.3139901584
974	0.3139631548
975	0.3139346747
976	0.3138903962
977	0.3138504231
978	0.3138330348
979	0.3138046354
980	0.3137640176
981	0.3137434948
982	0.313715713
983	0.3136830615
984	0.3136444525
985	0.3136138993
986	0.3135677075
987	0.3135350237
988	0.3135108808
989	0.3134788237
990	0.3134671379
991	0.3134370607
992	0.3134089387
993	0.3133842225
994	0.3133460325
995	0.3133206422
996	0.3132889021
997	0.3132645483
998	0.3132214556
999	0.3131892759
